uniq	filenumber	otanumber	pubdate	genre	title	wordcount	[e|i]njo[y|i]mentt?e?'?s?	settlementt?e?'?s?	astonishmentt?e?'?s?	acknowled[g|ge]mentt?e?'?s?	ama[z|s]ementt?e?'?s?	a[t|tt]one?mentt?e?'?s?	[e|i]ndu[c|s]ementt?e?'?s?	[e|i]ndo[w|we]mentt?e?'?s?	[e|i]ntr[e|i]n[s|c]hmentt?e?'?s?	[e|i]nde[a|e]rmentt?e?'?s?	[e|i]nlarge?mentt?e?'?s?	sta[yt|t]ementt?e?'?s?	[e|i]ncampe?mentt?e?'?s?	[e|i]nfr[e|i]ngementt?e?'?s?	mann?age?mentt?e?'?s?	[e|i]nfeftmentt?e?'?s?	mea[s|ss]urementt?e?'?s?	debasementt?e?'?s?	excitementt?e?'?s?	[e|i]nvestmentt?e?'?s?	ailmentt?e?'?s?	fulfilmentt?e?'?s?	[e|i]ndorsementt?e?'?s?	concernmentt?e?'?s?	[e|i]ntanglementt?e?'?s?	[e|i]nfranchisementt?e?'?s?	embankmentt?e?'?s?	[e|a]str[a|au]ngementt?e?'?s?	defilementt?e?'?s?	[e|i]nh[a|au]n[c|s]ementt?e?'?s?	[e|i]nsta[l|ll]mentt?e?'?s?	[e|i]nroll?mentt?e?'?s?	relea[s|c]ementt?e?'?s?	wondermentt?e?'?s?	condolementt?e?'?s?	withdrawmentt?e?'?s?	consignmentt?e?'?s?	[e|i]ntert[a|e]inmentt?e?'?s?
2473	2473	5479	1788	address	"The speech of R. B. Sheridan: Esq. on summing up the second charge against Warren Hastings, Esq. Before the High Court of Parliament, in Westminster-Hall, Tuesday, June 3, 1788, and three subsequent days."	17621	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2474	2474	5480	1775	misc	"The hermit: To which are added, A hymn to contentment; Health, an eclogue; and A night piece, on death. By Dr. Thomas Parnell, ..."	3859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2475	2475	5481	1770	letter	"Unto the Right Honourable, the Lords of Council and Session, the petition of John and William Cunningham and Company brewers in Glasgow, James Hotchkis and Company brewers in Edinburgh, and James Graham vintner in Glasgow, for themselves, and as trustees of William MæÈGregor late tenant in Parkhall,"	4397	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2476	2476	5482	1781	pamphlet	"To the noblemen, gentlemen and proprietors of lands in Scotland, and inhabitants at large"	3087	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2477	2477	5483	1770	legal	"Answers for John and William Cuninghams and Company, brewers in Glasgow; James Hotchkis and Company, brewers in Edinburgh; and James Graham vintner in Glasgow; for themselves, and as trustees for the other creditors of William MæÈGregor late tenant in the lands of Parkhall, and others: to the petition of Robert Hamilton of Wishaw"	2781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2479	2479	5485	1762	letter	"Answers of poor James Thomson, son to the deceased Bailie Andrew Thomson, brewer in Edinburgh; to the petition of Helen Bell, and her children"	5664	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2480	2480	5486	1733	essay	An essay on man: In epistles to a friend.	11279	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2482	2482	5488	1799	fiction	"The two wealthy farmers; or, the history of Mr. Bragwell. In seven parts"	34667	2	0	1	0	1	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2483	2483	5489	1783	legal	"Inf. Charles Hutton. Lord Eskgrove reporter. April 22. 1783. Information for Charles Hutton, shipmaster in Culross, suspender, against William Palmer of Great Yarmouth, in the county of Norfolk, and David Maclaren, merchant in Leith, his attorney, chargers"	9861	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2485	2485	5491	1775	drama	Three weeks after marriage: a comedy	10156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2486	2486	5492	1790	poetry	The fox-chace: A favourite hunting song	405	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2487	2487	5493	1795	poetry	Sally of our alley	327	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2488	2488	5494	1800	poetry	"The riot; or, half a loaf is better than no bread. In a dialogue between Jack Anvil and Tom Hod. To the tune of ""A cobler there was,"" &amp;c"	875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2489	2489	5495	1786	fiction	"Appearance is against them: in a series of letters, in three volumes, by the author of Emily Herbert, or perfidy punished. ... [pt.1]"	19927	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2490	2490	5496	1786	fiction	"Appearance is against them: in a series of letters, in three volumes, by the author of Emily Herbert, or perfidy punished. ... [pt.2]"	18356	0	1	7	1	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2491	2491	5497	1786	fiction	"Appearance is against them: in a series of letters, in three volumes, by the author of Emily Herbert, or perfidy punished. ... [pt.3]"	11236	0	1	2	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2492	2492	5498	1730	drama	The tragedy of Sophonisba: Acted at the Theatre-Royal in Drury-Lane. By His Majesty's servants. By Mr. Thomson.	17235	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2493	2493	5499	1780	political	"Public good: being an examination into the claim of Virginia to the vacant western territory, and of the right of the United States to the same. To which is added, proposals for laying off a new state, to be applied as a fund for carrying on the war, or redeeming the national debt. By the author of Common sense."	12610	0	8	0	0	0	0	0	0	0	0	1	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2494	2494	5500	1775	political	"The substance of the evidence on the petition presented by the West-India planters and merchants, to the Hon. House of Commons: as it was introduced at the bar, and summ'd up by Mr. Glover, on Thursday the 16th of March, 1775."	16776	3	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0
2501	2501	5507	1756	poetry	The hermit. A poem	3394	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2505	2505	5511	1794	academic	"Considerations on religion and public education: with remarks on the speech of M. Dupont, delivered in the National Convention of France. Together with an address to the ladies, &amp;c. of Great Britain and Ireland. By Hannah More."	6194	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2506	2506	5512	1773	essay	"An essay on slavery: proving from Scripture its inconsistency with humanity and religion; in answer to a late publication, entitled, ""The African trade for Negro slaves shewn to be consistent with principles of humanity, and with the laws of revealed religion."" By Granville Sharp, Esq. With an introductory preface, containing the sentiments of the monthly reviewers on that publication; and the opinion of several eminent writers on the subject. To which is added, an elegy on the miserable state of an African slave, by the celebrated an ingenious William Shenstone, Esq."	2563	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2509	2509	5515	1748	academic	"An essay upon nursing: and the management of children, from their birth to three years of age. By a physician. In a letter to one of the governors of the Foundling Hospital. Published by order of the General Committee ..."	8439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2510	2510	5516	1794	essay	"An essay on the rhus toxicodendron: pubescent poison oak, or sumach, with cases shewing it's efficacy in the cure of paralysis, ... By John Alderson, ..."	4666	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2511	2511	5517	1775	academic	Hypochondriasis. A practical treatise on the nature and cure of that disorder; commonly called the hyp and hypo. By Sir John Hill	6592	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2512	2512	5518	1765	academic	"An account of a particular kind of rupture, frequently attendant upon new-born children: and sometimes met with in adults; viz. that in which the intestine, ... is found in the same cavity, and in contact with the testicle. By Percival Pott, ..."	5783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2513	2513	5519	1786	academic	An essay on humanity: or a view of abuses in hospitals. With a plan for correcting them. By William Nolan.	8256	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2516	2516	5522	1783	academic	"A practical treatise on the gonorrhoea: recommending the use of injection as the most speedy and efficacious method of cure: with a brief account of the remedies which have been used in the lues venerea, from its first appearance in Europe; and a critical enquiry into the present modes of administering mercury. By Peter Clare, surgeon."	7495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2517	2517	5523	1778	academic	"An enlarged syllabus of philosophical lectures: delivered by Hugh Smith ... With the principles on which his conjectures are founded concerning animal life, and the laws of the animal oeconomy. These principles are applied not only to the general doctrine of the glands, but likewise to some new thoughts on the nervous system, the gout, and paralytic complaints."	4645	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2518	2518	5524	1767	academic	"Medical advice to the consumptive and asthmatic people of England: wherein the present method of treating disorders of the lungs is shewn to be futile and fundamentally wrong, and a new and easy method of cure, proposed by Philip Stern, M.D."	7491	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2519	2519	5525	1777	academic	"Medical improvement: an address read to the Medical Society, by John Aitken, ..."	3812	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2520	2520	5526	1784	academic	"The method of preventing and removing the causes of infectious diseases: written in plain simple language, by George Borthwick, ..."	7284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2521	2521	5527	1787	academic	"Case of a fracture of the sternum: by John Hale, ..."	2841	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2523	2523	5529	1800	academic	"A continuation of facts and observations relative to the variolÌ_ vaccinÌ_, or cow pox: By Edward Jenner, M.D. ..."	6652	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2526	2526	5532	1800	academic	"Information to parents respecting the vaccine inoculation: or, the inoculation for cow-pox. By F. Skrimshire, M.D."	2433	0	0	0	0	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2527	2527	5533	1761	academic	"The family physician: being a collection of useful family remedies. Together with plain and full directions for administering them, and properly nursing the sick, where the advice of a physician is difficult to be procured. ... By Hugh Smith, ..."	8258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2528	2528	5534	1776	academic	Explanatory remarks on the great utility of hospitals for the sick and poor: By a governor of Addenbrooke's Hospital.	3554	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2530	2530	5536	1796	academic	"Experiments and observations on the blood when mixed with urine: By Everard Home, Esq. F.R.S. ..."	2075	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2531	2531	5537	1781	academic	"An enquiry into the nature, causes, and method of cure, of nervous disorders: In a letter to a friend. By Alex. Thomson, M.D."	4798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2532	2532	5538	1776	academic	"An essay on the nature and cure of the (so called) worm-fever: By Samuel Musgrave, M.D. ..."	3454	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2533	2533	5539	1793	academic	"An essay towards a definition of animal vitality: read at the theatre, Guy's Hospital, January 26, 1793; in which several of the opinions of the celebrated John Hunter are examined and controverted. By John Thelwall, ..."	9606	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2534	2534	5540	1800	academic	Observations on the mode of attendance of the surgeons of Edinburgh on the Royal Infirmary: in a letter addressed to the Royal College of Surgeons; by Benjamin Bell.	6839	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2535	2535	5541	1785	academic	"Observations on the use of opium in removing symptoms supposed to be owing to morbid irritability: By Alexander Grant, ..."	4562	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2537	2537	5543	1737	academic	Memorial concerning the Surgeons Hospital	2219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2538	2538	5544	1780	academic	"Observations on the bills of mortality, in Carlisle: for the year 1779."	4358	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2540	2540	5546	1766	academic	"The lady's physician: A practical treatise on the various disorders incident to the fair sex. ... Written originally in French, by M. Tissot, ... Translated by an eminent physician."	8919	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2543	2543	5549	1763	academic	"Receipts for preparing and compounding the principal medicines made use of by the late Mr. Ward: Together with an introduction, &amp;c. By John Page, ..."	8536	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2544	2544	5550	1745	academic	"A treatise of the venereal disease: plainly discovering and directing both sexes, how they may become their own doctors. Teaching them plainly, and perfectly to know their own condition ... And how to cure themselves ... Also to heal all gleets ..."	7620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2545	2545	5551	1738	academic	"An account of the contribution for making Mrs. Stephens's medicines public; with some reasons for it, and answers to the most remarkable objections made against it"	4258	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2546	2546	5552	1775	academic	"An account of the medicinal virtues of magnesia alba: more particularly of calcined magnesia; ... By Thomas Henry, ..."	5882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2547	2547	5553	1741	academic	"Mr. Ward's practice of physick, as it relates to the publick, impartially considered. In a letter to Thomas Carew,"	2629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2548	2548	5554	1764	academic	"Plain directions, &amp;c. for the cure of the venereal disease: ... Sufficient to enable persons to cure themselves, ... Designed, chiefly to rescue the poor, ... from the destructive hands of unskillful apothecaries and quack-doctors. By J. Wall, surgeon."	8511	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2549	2549	5555	1795	academic	"A preliminary introduction to the act of sea-bathing: wherein is shewn its nature, power, and importance; ... By John Anderson, ..."	5514	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2550	2550	5556	1765	academic	"The power of water-dock against the scurvy: whether in the plain root or essence. With marks to know that disease in all its states; instances of its being mistaken for other disorders; and rules of life for those afflicted with it. By J. Hill, ..."	5430	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2551	2551	5557	1793	academic	Remarks on medical jurisprudence: intended for the general information of juries and young surgeons.	6369	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2552	2552	5558	1795	academic	"A short account of the nature and properties of different kinds of airs: so far as relates to their medicinal use; intended as an introduction to the pneumatic method of treating diseases, ... By Richard Pearson, ..."	6011	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2553	2553	5559	1780	academic	A short account of the most effectual means of preserving the health of seamen	8052	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2554	2554	5560	1775	pamphlet	A short essay on the virtues of Dr. Norris's antimonial drops. The second edition. To which is added	6615	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2555	2555	5561	1792	academic	"Remarkable case of a boy, who lost a considerable portion of brain: and is recovered, without detriment to any faculty, mental or corporeal. By R. Leny."	2817	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2556	2556	5562	1787	academic	"A remarkable case of a numerous birth, with observations: By Maxwell Garthshore, ... From the Philosophical transactions."	5541	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2557	2557	5563	1767	academic	"A short treatise on onanism: or, the detestable vice of self-pollution. Describing the variety of nervous and other disorders, that are occasioned by that shameful practice, or too early and excessive venery, and directing the best method for their cure. By a physician in the country."	4158	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
2558	2558	5564	1771	academic	"The true method of reducing ruptures: and retaining them in the abdomen, and in the navel: ... To which is added, a postscript. By Robert Brand, ..."	8480	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2559	2559	5565	1791	academic	"History of some of the effects of hard drinking: The sixth edition. By J. C. Lettsom, ..."	2798	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2560	2560	5566	1796	fiction	"The parent's assistant; or, stories for children. Part. II.: [pt.2]"	22322	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
2561	2561	5567	1742	history	"An account of the rise, progress, and state of the London Infirmary: supported by charitable and voluntary subscription, for the relief of sick and diseased manufacturers, seamen in merchant service, and their wives and children, from the first institution on the 3d of November 1740, to the 12th of May, 1742, inclusive."	1676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2562	2562	5568	1795	academic	"Medical observations, adapted to the medicine chests: fitted out by William Randall, chemist, Southampton."	2685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2563	2563	5569	1702	academic	"The report of the physicians and surgeons, commanded to assist at the dissecting the body of His late Majesty at Kensington, March the tenth MDCCI/II. From the original delivered to the Right Honourable the Privy Council"	514	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2564	2564	5570	1749	academic	"Observations on a particular kind of scarlet fever, that lately prevailed in and about St. Alban's. In a letter to Dr. Mead. By Nathanael Cotton, M.D"	3572	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2565	2565	5571	1785	academic	"The power of gold displayed: in the humane proposal of the Right Hon. William Pitt, Chancellor of the Exchequer, to bring forward an act to put His Majesty into the disagreeable situation of signing a decree, that no sick or lame person, or diseased cattle, ... shall have a medicine of repute without paying tribute; ... By Frs. Spilsbury."	5418	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2566	2566	5572	1732	academic	The case of the apothecaries	2084	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2567	2567	5573	1800	academic	"Observations on the cow-pox. By William Woodville,"	6503	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2568	2568	5574	1744	academic	"Reflexions concerning the virtues of tar water: Wherein is proved by experience, that its present preparation is not founded upon philosophical principles; ... By H. Jackson, chemist."	3416	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2569	2569	5575	1722	academic	"Reasons against the practice of inoculating the small-pox: As also a brief account of the operation of this poison, infused after this manner into a wound. By Legard Sparham, Surgeon."	2598	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2570	2570	5576	1715	academic	"Some reflections upon the modern practisers of physick, in relation to the small pox. ... By Walter Lynn"	6714	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2571	2571	5577	1768	academic	"A succinct account of a machine, newly invented for the cure of prÌ_ternatural curvatures of the spine: together with a detail of several cases, in which this machine has been tried with great success. By D. Merande, M.D"	4704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2572	2572	5578	1722	academic	"An account of the success of inoculating the small-pox: in a letter to Dr. William Whitaker. By Tho. Nettleton, M.D."	3602	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2574	2574	5580	1733	academic	"I have perused a pamphlet entitled, Some reasons why the practice of inoculation ought to be introduced into the town of Bury at present, and have been surprized to find this elaborate piece so little in substance,"	8821	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2575	2575	5581	1738	academic	"Ten cases of persons who have taken Mrs. Stephens's medicines for the stone. With an abstract of some experiments, tending to illustrate these cases"	7861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2576	2576	5582	1790	letter	"A letter to the patentee, concerning the medical properties of the fleecy hosiery: By William Buchan,..."	5789	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2577	2577	5583	1704	letter	"Reasons: why the apothecary may be suppos'd to understand the administration of medicines in the cure of diseases, as well as the physician. In a letter from an apothecary to a physician"	2545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2578	2578	5584	1735	academic	"An essay for abridging the study of physick. To which is added, A dialogue, ... relating to the practice of physick,"	6986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2580	2580	5586	1724	academic	"An account of the success of inoculating the small pox in Great Britain: With a comparison between the miscarriages in that practice, and the mortality of the natural small-pox. ... By James Jurin, ..."	9056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2581	2581	5587	1767	academic	"An account of the manner of inoculating for the small pox in the East Indies: With some observations on the practice and mode of treating that disease in those parts. ... By J. Z. Holwell, F.R.S."	7230	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2582	2582	5588	1745	academic	The case of the barbers of London	1299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2584	2584	5590	1721	academic	"Antidotaria; or, a collection of antidotes against the plague, and other malignant diseases. Together, with some decent and useful remarks, on the late Pharmacopeia Londinensis, ... By Joseph Browne, L.L.M.D"	8133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2585	2585	5591	1794	academic	"Observations on the tussis convulsiva: or hooping cough, as read at the Lyceum Medicum Londinense. ... By John Gale Jones."	5024	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
